test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
C17orf82	C17orf82	C17orf82	chr17:59489111-59490641	KO1_WT	KO1_Pus1	NOTEST	0.0474563	0.211535	2.15622	0	1	1	no
C17orf85	C17orf85	C17orf85	chr17:3710044-3749545	KO1_WT	KO1_Pus1	OK	19.7906	15.2119	-0.379616	-2.28575	0.002	0.0100258	yes
C17orf89	C17orf89	C17orf89	chr17:79213110-79215098	KO1_WT	KO1_Pus1	OK	170.67	152.533	-0.162087	-0.817459	0.2435	0.418306	no
C17orf90	C17orf90	C17orf90	chr17:79632065-79633618	KO1_WT	KO1_Pus1	OK	36.6693	28.2604	-0.375793	-1.56015	0.02725	0.0814296	no
C17orf96	C17orf96	C17orf96	chr17:36827958-36831187	KO1_WT	KO1_Pus1	OK	13.1607	13.3552	0.0211617	0.104136	0.8807	0.934519	no
C17orf97	C17orf97	C17orf97	chr17:260117-264457	KO1_WT	KO1_Pus1	OK	2.04114	1.41363	-0.529969	-1.37974	0.0506	0.131698	no
C17orf98	C17orf98	C17orf98	chr17:36991340-36997642	KO1_WT	KO1_Pus1	NOTEST	0.0909148	0	-inf	0	1	1	no
C17orf99	C17orf99	C17orf99	chr17:76142433-76162364	KO1_WT	KO1_Pus1	NOTEST	0	0.0345876	inf	0	1	1	no
C18orf1	C18orf1	C18orf1	chr18:13218785-13652753	KO1_WT	KO1_Pus1	OK	0.612523	0.960722	0.649355	2.1949	0.00255	0.0122396	yes
C18orf21	C18orf21	C18orf21	chr18:33552587-33559250	KO1_WT	KO1_Pus1	OK	57.6529	49.4715	-0.220794	-1.09414	0.1174	0.247262	no
C18orf25	C18orf25	C18orf25	chr18:43753987-43846955	KO1_WT	KO1_Pus1	OK	6.93187	8.40689	0.278327	1.36568	0.05155	0.133591	no
C18orf26	C18orf26	C18orf26	chr18:52258389-52266724	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C18orf32	C18orf32	C18orf32	chr18:47007547-47018935	KO1_WT	KO1_Pus1	OK	9.36186	12.5633	0.42435	1.19755	0.08645	0.197468	no
C18orf34	C18orf34	C18orf34	chr18:30517365-31020685	KO1_WT	KO1_Pus1	NOTEST	0.0905917	0.117548	0.375799	0	1	1	no
C18orf42	C18orf42	C18orf42	chr18:5143671-5197255	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C18orf54	C18orf54	C18orf54	chr18:51885170-51908404	KO1_WT	KO1_Pus1	OK	6.1366	7.51739	0.292792	1.4096	0.0449	0.119909	no
C18orf56	C18orf56	C18orf56	chr18:596997-712662	KO1_WT	KO1_Pus1	OK	3.94499	4.04666	0.036711	0.0297061	0.9645	0.980907	no
C18orf62	C18orf62	C18orf62	chr18:73121826-73139589	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C18orf63	C18orf63	C18orf63	chr18:71983109-72026422	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C18orf8	C18orf8	C18orf8	chr18:21083461-21166581	KO1_WT	KO1_Pus1	OK	21.9061	17.1889	-0.349855	-1.1077	0.11455	0.24273	no
C19orf10	C19orf10	C19orf10	chr19:4657556-4670415	KO1_WT	KO1_Pus1	OK	81.9369	66.4447	-0.30236	-1.53754	0.02955	0.0865603	no
C19orf12	C19orf12	C19orf12	chr19:30189792-30206696	KO1_WT	KO1_Pus1	OK	7.4727	9.72139	0.379533	1.844	0.00775	0.0297786	yes
C19orf18	C19orf18	C19orf18	chr19:58469804-58485902	KO1_WT	KO1_Pus1	NOTEST	0	0.307212	inf	0	1	1	no
C19orf21	C19orf21	C19orf21	chr19:751145-764318	KO1_WT	KO1_Pus1	NOTEST	0.0520788	0.0463684	-0.167554	0	1	1	no
C19orf24	C19orf24	C19orf24	chr19:1275519-1279243	KO1_WT	KO1_Pus1	OK	35.8674	28.5203	-0.330684	-1.50813	0.03365	0.096037	no
C19orf25	C19orf25	C19orf25	chr19:1450147-1479228	KO1_WT	KO1_Pus1	OK	13.7344	14.4118	0.0694581	0.318782	0.64855	0.78681	no
C19orf26	C19orf26	C19orf26	chr19:1229946-1237990	KO1_WT	KO1_Pus1	OK	0.845438	1.24904	0.563047	1.38791	0.05265	0.135776	no
C19orf29	C19orf29	C19orf29	chr19:3607244-3626813	KO1_WT	KO1_Pus1	OK	11.3743	9.3063	-0.289495	-1.38881	0.0462	0.12276	no
C19orf29-AS1	C19orf29-AS1	C19orf29-AS1	chr19:3607244-3626813	KO1_WT	KO1_Pus1	NOTEST	0.289381	0.178501	-0.697032	0	1	1	no
C19orf33	C19orf33	C19orf33	chr19:38794199-38806606	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C19orf35	C19orf35	C19orf35	chr19:2274630-2282181	KO1_WT	KO1_Pus1	NOTEST	0.037041	0.0132397	-1.48425	0	1	1	no
C19orf38	C19orf38	C19orf38	chr19:10959105-10980360	KO1_WT	KO1_Pus1	NOTEST	0.489836	0.530323	0.114574	0	1	1	no
C19orf40	C19orf40	C19orf40	chr19:33463147-33467960	KO1_WT	KO1_Pus1	OK	7.36275	6.58213	-0.16169	-0.563254	0.42555	0.603998	no
C19orf42	C19orf42	C19orf42	chr19:16756958-16770968	KO1_WT	KO1_Pus1	OK	34.5147	32.2246	-0.0990484	-0.484315	0.49065	0.663676	no
C19orf43	C19orf43	C19orf43	chr19:12841453-12845529	KO1_WT	KO1_Pus1	OK	162.981	149.503	-0.124533	-0.651947	0.3491	0.531147	no
C19orf44	C19orf44	C19orf44	chr19:16607204-16653263	KO1_WT	KO1_Pus1	OK	6.58678	5.90441	-0.157779	-0.354154	0.6172	0.76314	no
C19orf45	C19orf45	C19orf45	chr19:7562444-7573336	KO1_WT	KO1_Pus1	NOTEST	0.469707	0.312255	-0.589035	0	1	1	no
C19orf46	C19orf46	C19orf46	chr19:36494001-36499672	KO1_WT	KO1_Pus1	NOTEST	0.0614423	0.046312	-0.407846	0	1	1	no
C19orf47	C19orf47	C19orf47	chr19:40826966-40884390	KO1_WT	KO1_Pus1	OK	13.2996	12.9959	-0.0333293	-0.0883425	0.899	0.943857	no
C19orf48	C19orf48	C19orf48	chr19:51300960-51307974	KO1_WT	KO1_Pus1	OK	102.244	100.833	-0.0200453	-0.143617	0.8441	0.913011	no
C19orf51	C19orf51	C19orf51	chr19:55670028-55678090	KO1_WT	KO1_Pus1	OK	6.26672	4.48212	-0.48353	-1.93168	0.00555	0.0228111	yes
C19orf52	C19orf52	C19orf52	chr19:11039423-11040916	KO1_WT	KO1_Pus1	OK	20.5692	19.885	-0.0488045	-0.226083	0.74235	0.850625	no
C19orf53	C19orf53	C19orf53	chr19:13885256-13889586	KO1_WT	KO1_Pus1	OK	113.429	108.714	-0.0612603	-0.315702	0.6506	0.78814	no
C19orf54	C19orf54	C19orf54	chr19:41223007-41255828	KO1_WT	KO1_Pus1	OK	12.9325	11.1417	-0.215029	-0.848654	0.22465	0.39554	no
C19orf55	C19orf55	C19orf55	chr19:36249043-36260077	KO1_WT	KO1_Pus1	OK	4.16147	4.03196	-0.045614	-0.168736	0.81505	0.896908	no
C19orf57	C19orf57	C19orf57	chr19:13993167-14016909	KO1_WT	KO1_Pus1	OK	4.50349	4.4447	-0.0189578	-0.0744198	0.9128	0.952067	no
C19orf59	C19orf59	C19orf59	chr19:7741942-7744719	KO1_WT	KO1_Pus1	NOTEST	0.0571922	0.0286985	-0.994843	0	1	1	no
C19orf6	C19orf6	C19orf6	chr19:1000436-1021141	KO1_WT	KO1_Pus1	OK	47.0412	41.2758	-0.18863	-0.986738	0.1557	0.303544	no
C19orf60	C19orf60	C19orf60	chr19:18699494-18703147	KO1_WT	KO1_Pus1	OK	20.3073	18.5181	-0.133063	-0.550147	0.4272	0.605105	no
C19orf63	C19orf63	C19orf63	chr19:50970044-50986608	KO1_WT	KO1_Pus1	OK	75.8673	75.8527	-0.000278524	-0.00197772	0.99815	0.998377	no
C19orf66	C19orf66	C19orf66	chr19:10196805-10213425	KO1_WT	KO1_Pus1	NOTEST	0.571743	0.558915	-0.0327379	0	1	1	no
C19orf69	C19orf69	C19orf69	chr19:41949062-41950670	KO1_WT	KO1_Pus1	NOTEST	0.0859431	0.0415289	-1.04927	0	1	1	no
C19orf70	C19orf70	C19orf70	chr19:5678432-5680911	KO1_WT	KO1_Pus1	OK	43.9372	36.0614	-0.284989	-1.34112	0.0612	0.151811	no
C19orf71	C19orf71	C19orf71	chr19:3538262-3557571	KO1_WT	KO1_Pus1	OK	0.669365	0.406541	-0.719392	-0.253749	0.5983	0.749307	no
C19orf73	C19orf73	C19orf73	chr19:49617617-49622397	KO1_WT	KO1_Pus1	OK	2.62287	2.76537	0.0763283	0.141275	0.83805	0.910043	no
C19orf75	C19orf75	C19orf75	chr19:51760963-51772582	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C19orf76	C19orf76	C19orf76	chr19:50191941-50194247	KO1_WT	KO1_Pus1	OK	1.88294	2.14994	0.191306	0.565124	0.42575	0.604152	no
C19orf77	C19orf77	C19orf77	chr19:3474404-3480540	KO1_WT	KO1_Pus1	NOTEST	0.0818808	0.306959	1.90645	0	1	1	no
C19orf79	C19orf79	C19orf79	chr19:7694670-7698570	KO1_WT	KO1_Pus1	OK	68.3693	59.8901	-0.19103	-0.6991	0.3193	0.50205	no
C19orf80	C19orf80	C19orf80	chr19:11309968-11373168	KO1_WT	KO1_Pus1	NOTEST	0.0478932	0.0962055	1.0063	0	1	1	no
C19orf81	C19orf81	C19orf81	chr19:51152701-51162567	KO1_WT	KO1_Pus1	OK	11.2787	11.7569	0.0599049	0.20726	0.76705	0.866456	no
C1D	C1D	C1D	chr2:68269331-68290159	KO1_WT	KO1_Pus1	OK	22.6349	25.2741	0.159109	0.737411	0.2937	0.473749	no
C1GALT1	C1GALT1	C1GALT1	chr7:7222245-7288251	KO1_WT	KO1_Pus1	OK	7.18083	5.99363	-0.260722	-1.28053	0.0691	0.166016	no
C1GALT1C1	C1GALT1C1	C1GALT1C1	chrX:119759528-119764005	KO1_WT	KO1_Pus1	OK	32.6467	32.1211	-0.023415	-0.117399	0.86775	0.927856	no
C1QA	C1QA	C1QA	chr1:22963117-22966175	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1QB	C1QB	C1QB	chr1:22979681-22988029	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1QBP	C1QBP	C1QBP	chr17:5289345-5342471	KO1_WT	KO1_Pus1	OK	902.253	594.369	-0.602174	-18.3196	5e-05	0.000427361	yes
C1QC	C1QC	C1QC	chr1:22970117-22974603	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1QL1	C1QL1	C1QL1	chr17:43037060-43045644	KO1_WT	KO1_Pus1	OK	4.07697	4.23864	0.0561051	0.184472	0.79485	0.884512	no
C1QL2	C1QL2	C1QL2	chr2:119913818-119916471	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1QL3	C1QL3	C1QL3	chr10:16555741-16564004	KO1_WT	KO1_Pus1	NOTEST	0.147898	0.0657936	-1.16859	0	1	1	no
C1QL4	C1QL4	C1QL4	chr12:49726199-49730971	KO1_WT	KO1_Pus1	OK	1.75299	1.5799	-0.149993	-0.409391	0.5567	0.716912	no
C1QTNF1	C1QTNF1	C1QTNF1	chr17:77015290-77045870	KO1_WT	KO1_Pus1	OK	0.626662	0.601259	-0.0597008	-0.123126	0.85635	0.920466	no
C1QTNF2	C1QTNF2	C1QTNF2	chr5:159774774-159797648	KO1_WT	KO1_Pus1	NOTEST	0.0459471	0.0142953	-1.68443	0	1	1	no
C1QTNF3	C1QTNF3	C1QTNF3	chr5:33987090-34124633	KO1_WT	KO1_Pus1	NOTEST	0.287852	0.243063	-0.244	0	1	1	no
C1QTNF3-AMACR	C1QTNF3-AMACR	C1QTNF3-AMACR	chr5:33987090-34124633	KO1_WT	KO1_Pus1	NOTEST	0.229515	0.000306354	-9.54917	0	1	1	no
C1QTNF4	C1QTNF4	C1QTNF4	chr11:47611215-47615961	KO1_WT	KO1_Pus1	NOTEST	0.130947	0.178946	0.450542	0	1	1	no
C1QTNF5	C1QTNF5	C1QTNF5	chr11:119209651-119217383	KO1_WT	KO1_Pus1	NOTEST	0.00675813	0	-inf	0	1	1	no
C1QTNF6	C1QTNF6	C1QTNF6	chr22:37576205-37584330	KO1_WT	KO1_Pus1	OK	0.856388	1.97591	1.20618	2.85671	5e-05	0.000427361	yes
C1QTNF7	C1QTNF7	C1QTNF7	chr4:15341559-15447791	KO1_WT	KO1_Pus1	NOTEST	0.0150114	0	-inf	0	1	1	no
C1QTNF8	C1QTNF8	C1QTNF8	chr16:1138225-1146244	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1QTNF9	C1QTNF9	C1QTNF9	chr13:24883715-24896669	KO1_WT	KO1_Pus1	NOTEST	0.0311652	0	-inf	0	1	1	no
C1QTNF9B	C1QTNF9B	C1QTNF9B	chr13:24304327-24471125	KO1_WT	KO1_Pus1	NOTEST	0.0438102	0.169897	1.95532	0	1	1	no
C1QTNF9B-AS1	C1QTNF9B-AS1	C1QTNF9B-AS1	chr13:24304327-24471125	KO1_WT	KO1_Pus1	OK	1.84836	1.71731	-0.106102	-0.0905868	0.89455	0.94083	no
C1R	C1R	C1R	chr12:7187514-7245043	KO1_WT	KO1_Pus1	OK	1.13618	1.56269	0.459841	1.19468	0.0905	0.204247	no
C1RL	C1RL	C1RL	chr12:7247145-7274447	KO1_WT	KO1_Pus1	NOTEST	0.186236	0.285212	0.614898	0	1	1	no
C1S	C1S	C1S	chr12:7167979-7178335	KO1_WT	KO1_Pus1	NOTEST	0.348827	0.572048	0.713623	0	1	1	no
C1orf100	C1orf100	C1orf100	chr1:244515936-244552393	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf101	C1orf101	C1orf101	chr1:244624672-244803662	KO1_WT	KO1_Pus1	NOTEST	0.306115	0.421193	0.460408	0	1	1	no
C1orf105	C1orf105	C1orf105	chr1:172389827-172437969	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf106	C1orf106	C1orf106	chr1:200860626-200884864	KO1_WT	KO1_Pus1	OK	0.672954	0.722135	0.101762	0.265278	0.70605	0.826739	no
C1orf109	C1orf109	C1orf109	chr1:38147241-38156192	KO1_WT	KO1_Pus1	OK	27.3199	20.0713	-0.444818	-2.22798	0.0017	0.00876123	yes
C1orf110	C1orf110	C1orf110	chr1:162824086-162838605	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf111	C1orf111	C1orf111	chr1:162343514-162346644	KO1_WT	KO1_Pus1	NOTEST	0.13156	0.129932	-0.017959	0	1	1	no
C1orf112	C1orf112	C1orf112	chr1:169764549-169863076	KO1_WT	KO1_Pus1	OK	20.3046	18.97	-0.098087	-0.427092	0.54025	0.702847	no
C1orf114	C1orf114	C1orf114	chr1:169337193-169396670	KO1_WT	KO1_Pus1	OK	11.0115	13.915	0.337628	1.11814	0.112	0.23909	no
C1orf115	C1orf115	C1orf115	chr1:220863627-220872499	KO1_WT	KO1_Pus1	OK	11.9882	8.80169	-0.445757	-2.1103	0.003	0.01389	yes
C1orf116	C1orf116	C1orf116	chr1:207191865-207206101	KO1_WT	KO1_Pus1	NOTEST	0.0633341	0.0604743	-0.0666617	0	1	1	no
C1orf122	C1orf122	C1orf122	chr1:38268613-38275126	KO1_WT	KO1_Pus1	OK	37.9092	26.2482	-0.53033	-1.73503	0.01355	0.04629	yes
C1orf123	C1orf123	C1orf123	chr1:53662100-53686289	KO1_WT	KO1_Pus1	OK	35.0779	25.9941	-0.432378	-1.40331	0.046	0.122352	no
C1orf124	C1orf124	C1orf124	chr1:231473681-231489989	KO1_WT	KO1_Pus1	OK	29.9884	21.5865	-0.474276	-2.42778	0.0007	0.00423332	yes
C1orf126	C1orf126	C1orf126	chr1:14925212-15478960	KO1_WT	KO1_Pus1	NOTEST	0.0603482	0.0510212	-0.242212	0	1	1	no
C1orf127	C1orf127	C1orf127	chr1:11006529-11042094	KO1_WT	KO1_Pus1	NOTEST	0.0122062	0.0240079	0.975898	0	1	1	no
C1orf129	C1orf129	C1orf129	chr1:170904611-171033906	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf130	C1orf130	C1orf130	chr1:24882566-24935818	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf131	C1orf131	C1orf131	chr1:231359508-231413719	KO1_WT	KO1_Pus1	OK	54.1974	34.4608	-0.653265	-2.47	0.00085	0.0049589	yes
C1orf133	C1orf133	C1orf133	chr1:210404803-210416440	KO1_WT	KO1_Pus1	OK	2.63679	3.60569	0.451491	0.618982	0.37575	0.55757	no
C1orf135	C1orf135	C1orf135	chr1:26160496-26185848	KO1_WT	KO1_Pus1	OK	19.7503	12.0653	-0.711006	-3.35964	5e-05	0.000427361	yes
C1orf140	C1orf140	C1orf140	chr1:221503269-221509638	KO1_WT	KO1_Pus1	NOTEST	0.00584752	0	-inf	0	1	1	no
C1orf141	C1orf141	C1orf141	chr1:67557858-67594220	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf144	C1orf144	C1orf144	chr1:16693582-16724640	KO1_WT	KO1_Pus1	OK	62.4549	50.69	-0.301114	-2.20081	0.00155	0.00812443	yes
C1orf146	C1orf146	C1orf146	chr1:92683572-92711367	KO1_WT	KO1_Pus1	NOTEST	0	0.0592138	inf	0	1	1	no
C1orf150	C1orf150	C1orf150	chr1:247712450-247739848	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf151-NBL1	C1orf151-NBL1	C1orf151-NBL1	chr1:19923470-19984949	KO1_WT	KO1_Pus1	OK	0.674811	0.399188	-0.757417	-0.356585	0.6858	0.81179	no
C1orf158	C1orf158	C1orf158	chr1:12806162-12821102	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf159	C1orf159	C1orf159	chr1:1017197-1051736	KO1_WT	KO1_Pus1	OK	6.29917	4.78535	-0.396536	-1.57108	0.02625	0.0789412	no
C1orf162	C1orf162	C1orf162	chr1:112016603-112021134	KO1_WT	KO1_Pus1	OK	0.673829	0.842525	0.322335	0.399567	0.55875	0.718781	no
C1orf168	C1orf168	C1orf168	chr1:57184476-57285369	KO1_WT	KO1_Pus1	NOTEST	0.00956801	0.0383792	2.00403	0	1	1	no
C1orf170	C1orf170	C1orf170	chr1:910578-917473	KO1_WT	KO1_Pus1	NOTEST	0.0418514	0.0534219	0.352158	0	1	1	no
C1orf172	C1orf172	C1orf172	chr1:27276046-27286901	KO1_WT	KO1_Pus1	NOTEST	0.220205	0	-inf	0	1	1	no
C1orf173	C1orf173	C1orf173	chr1:75033794-75139422	KO1_WT	KO1_Pus1	NOTEST	0.00719706	0.00429958	-0.743212	0	1	1	no
C1orf174	C1orf174	C1orf174	chr1:3805696-3816857	KO1_WT	KO1_Pus1	OK	19.7666	15.5566	-0.345538	-1.61394	0.0234	0.0716422	no
C1orf177	C1orf177	C1orf177	chr1:55271735-55307937	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf180	C1orf180	C1orf180	chr1:85093912-85100703	KO1_WT	KO1_Pus1	NOTEST	0.00938324	0	-inf	0	1	1	no
C1orf182	C1orf182	C1orf182	chr1:156278751-156316785	KO1_WT	KO1_Pus1	OK	3.22058	2.79075	-0.206666	-0.289953	0.68295	0.81074	no
C1orf185	C1orf185	C1orf185	chr1:51567905-51613754	KO1_WT	KO1_Pus1	NOTEST	0.0363557	0	-inf	0	1	1	no
C1orf186	C1orf186	C1orf186	chr1:206238871-206288647	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf187	C1orf187	C1orf187	chr1:11751780-11780336	KO1_WT	KO1_Pus1	NOTEST	0.0361172	0	-inf	0	1	1	no
C1orf189	C1orf189	C1orf189	chr1:154171847-154178809	KO1_WT	KO1_Pus1	NOTEST	0	0.378922	inf	0	1	1	no
C1orf192	C1orf192	C1orf192	chr1:161284165-161337664	KO1_WT	KO1_Pus1	OK	1.87926	2.89083	0.621318	0.42128	0.55085	0.711662	no
C1orf194	C1orf194	C1orf194	chr1:109648572-109656479	KO1_WT	KO1_Pus1	NOTEST	0	0.0615641	inf	0	1	1	no
C1orf198	C1orf198	C1orf198	chr1:230972864-231005335	KO1_WT	KO1_Pus1	OK	25.4976	17.5254	-0.540913	-2.78266	5e-05	0.000427361	yes
C1orf200	C1orf200	C1orf200	chr1:9711789-9884550	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf201	C1orf201	C1orf201	chr1:24645811-24741587	KO1_WT	KO1_Pus1	OK	6.144	5.94824	-0.0467151	-0.197919	0.7783	0.873711	no
C1orf204	C1orf204	C1orf204	chr1:159796478-159832447	KO1_WT	KO1_Pus1	NOTEST	0.0801537	0.0867125	0.113471	0	1	1	no
C1orf21	C1orf21	C1orf21	chr1:184356149-184598155	KO1_WT	KO1_Pus1	OK	6.10389	4.67435	-0.384962	-1.94118	0.0055	0.0226338	yes
C1orf210	C1orf210	C1orf210	chr1:43747556-43751288	KO1_WT	KO1_Pus1	NOTEST	0.0262622	0	-inf	0	1	1	no
C1orf212	C1orf212	C1orf212	chr1:35315962-35325417	KO1_WT	KO1_Pus1	OK	7.02882	6.11613	-0.200665	-0.982764	0.16185	0.311671	no
C1orf213	C1orf213	C1orf213	chr1:23685940-23698330	KO1_WT	KO1_Pus1	OK	2.17227	1.93807	-0.164582	-0.24172	0.7224	0.837536	no
C1orf216	C1orf216	C1orf216	chr1:36179476-36184790	KO1_WT	KO1_Pus1	OK	7.33418	4.32497	-0.761947	-3.26533	5e-05	0.000427361	yes
C1orf220	C1orf220	C1orf220	chr1:178511930-178518024	KO1_WT	KO1_Pus1	OK	1.66503	2.39032	0.521654	1.64407	0.02065	0.0650463	no
C1orf226	C1orf226	C1orf226	chr1:162348695-162356608	KO1_WT	KO1_Pus1	OK	4.0902	3.7008	-0.144335	-0.611505	0.3778	0.559105	no
C1orf227	C1orf227	C1orf227	chr1:213003484-213020991	KO1_WT	KO1_Pus1	NOTEST	0.422058	0.111774	-1.91686	0	1	1	no
C1orf228	C1orf228	C1orf228	chr1:45140393-45191263	KO1_WT	KO1_Pus1	NOTEST	0.0512613	0.0834709	0.703402	0	1	1	no
C1orf229	C1orf229	C1orf229	chr1:247273461-247275719	KO1_WT	KO1_Pus1	NOTEST	0.281356	0.284287	0.0149509	0	1	1	no
C1orf233	C1orf233	C1orf233	chr1:1533387-1535476	KO1_WT	KO1_Pus1	OK	11.6514	6.65507	-0.807981	-3.50631	5e-05	0.000427361	yes
C1orf27	C1orf27	C1orf27	chr1:185703682-186446655	KO1_WT	KO1_Pus1	OK	16.5685	14.1147	-0.231246	-2.01475	0.00455	0.0194638	yes
C1orf31	C1orf31	C1orf31	chr1:234509213-234519795	KO1_WT	KO1_Pus1	OK	122.717	93.5579	-0.391401	-1.96981	0.0045	0.0193062	yes
C1orf35	C1orf35	C1orf35	chr1:228288427-228291022	KO1_WT	KO1_Pus1	OK	59.8643	35.2133	-0.765574	-3.82275	5e-05	0.000427361	yes
C1orf38	C1orf38	C1orf38	chr1:28199054-28213193	KO1_WT	KO1_Pus1	OK	3.27637	2.58387	-0.342565	-0.927193	0.18415	0.342968	no
C1orf43	C1orf43	C1orf43	chr1:154179182-154243329	KO1_WT	KO1_Pus1	OK	171.124	171.682	0.00469696	0.0963061	0.89255	0.940037	no
C1orf49	C1orf49	C1orf49	chr1:178482211-178492635	KO1_WT	KO1_Pus1	NOTEST	0.0385785	0	-inf	0	1	1	no
C1orf50	C1orf50	C1orf50	chr1:43232915-43241413	KO1_WT	KO1_Pus1	OK	9.25651	6.67792	-0.471069	-1.61734	0.02225	0.0689844	no
C1orf51	C1orf51	C1orf51	chr1:150255228-150259501	KO1_WT	KO1_Pus1	NOTEST	0.536386	0.443385	-0.274712	0	1	1	no
C1orf52	C1orf52	C1orf52	chr1:85715636-85725355	KO1_WT	KO1_Pus1	OK	18.0021	14.6095	-0.301258	-1.51341	0.0322	0.0926591	no
C1orf53	C1orf53	C1orf53	chr1:197871681-197876497	KO1_WT	KO1_Pus1	OK	6.39337	3.05786	-1.06405	-2.39839	0.0016	0.00833362	yes
C1orf54	C1orf54	C1orf54	chr1:150245182-150253335	KO1_WT	KO1_Pus1	OK	1.89039	3.75619	0.990585	1.46217	0.04985	0.130336	no
C1orf55	C1orf55	C1orf55	chr1:226170402-226187066	KO1_WT	KO1_Pus1	OK	27.5901	21.6263	-0.351368	-1.82796	0.00895	0.0334366	yes
C1orf56	C1orf56	C1orf56	chr1:151020258-151032125	KO1_WT	KO1_Pus1	OK	4.19334	5.0675	0.273174	0.40007	0.54415	0.706248	no
C1orf61	C1orf61	C1orf61	chr1:156374054-156399184	KO1_WT	KO1_Pus1	OK	0.826247	0.740017	-0.159014	-0.197357	0.77905	0.874128	no
C1orf63	C1orf63	C1orf63	chr1:25568739-25573985	KO1_WT	KO1_Pus1	OK	20.0938	12.0859	-0.73343	-3.27925	5e-05	0.000427361	yes
C1orf64	C1orf64	C1orf64	chr1:16330730-16333184	KO1_WT	KO1_Pus1	NOTEST	0	0.0430281	inf	0	1	1	no
C1orf65	C1orf65	C1orf65	chr1:223566714-223568812	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf68	C1orf68	C1orf68	chr1:152691997-152692905	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf74	C1orf74	C1orf74	chr1:209929393-209957890	KO1_WT	KO1_Pus1	OK	10.2475	7.25135	-0.498944	-2.00031	0.00465	0.0197636	yes
C1orf85	C1orf85	C1orf85	chr1:156262477-156265480	KO1_WT	KO1_Pus1	OK	46.7355	30.0591	-0.636719	-3.15046	5e-05	0.000427361	yes
C1orf86	C1orf86	C1orf86	chr1:1981908-2139172	KO1_WT	KO1_Pus1	OK	24.4807	17.2262	-0.507041	-1.27341	0.0715	0.170234	no
C1orf87	C1orf87	C1orf87	chr1:60456065-60539442	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf88	C1orf88	C1orf88	chr1:111889194-111895639	KO1_WT	KO1_Pus1	OK	0.260751	0.950318	1.86573	2.9711	0.0014	0.00747459	yes
C1orf9	C1orf9	C1orf9	chr1:172502259-172580973	KO1_WT	KO1_Pus1	OK	17.2878	22.4734	0.378463	2.11561	0.00285	0.0133357	yes
C1orf94	C1orf94	C1orf94	chr1:34632623-34684731	KO1_WT	KO1_Pus1	NOTEST	0	0	0	0	1	1	no
C1orf95	C1orf95	C1orf95	chr1:226736500-226796915	KO1_WT	KO1_Pus1	OK	0.722631	0.363902	-0.98971	-2.85882	0.00015	0.00114045	yes
C1orf96	C1orf96	C1orf96	chr1:229456751-229478688	KO1_WT	KO1_Pus1	OK	17.8786	13.885	-0.364703	-1.88066	0.0068	0.0267267	yes
C1orf98	C1orf98	C1orf98	chr1:200311671-200342920	KO1_WT	KO1_Pus1	NOTEST	0.0209276	0	-inf	0	1	1	no
C2	C2	C2	chr6_ssto_hap7:3228025-3246159	KO1_WT	KO1_Pus1	NOTEST	0.161284	0.419384	1.37867	0	1	1	no
C20orf11	C20orf11	C20orf11	chr20:61569440-61579827	KO1_WT	KO1_Pus1	OK	21.1488	22.1567	0.0671628	0.349276	0.61625	0.762803	no
C20orf111	C20orf111	C20orf111	chr20:42824580-42839546	KO1_WT	KO1_Pus1	OK	15.7922	17.5906	0.155597	0.752634	0.2853	0.465269	no
